"margin" "qseqid" "sseqid" "staxid" "pident" "score" "qcovs" "kingdom" "phylum" "class" "order" "family" "genus" "species" "species_score" "genus_score" "family_score" "order_score" "class_score" "phylum_score" "kingdom_score" "alternatives" "pident.max.best" "possible.misid" "ssciname" "score.id" "seqNoID"
"seq41636" "upper" "seq41636" "GBSP15910N19" "1156574" " 99.091" "4.983853e+00" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta oblonga" " 59.80854" "100.00000" "100" "100" "100" "100" "100" "Synchaeta, 99.091, Synchaeta oblonga, 99.091, Synchaeta, 98.636, Synchaeta oblonga, 98.182, Synchaeta, 97.273" " 99.091" "1" "Synchaeta" "Synchaeta" "seq41636"
"seq41669" "upper" "seq41669" "AGROT325N10" "  84394" " 92.727" "1.000000e+02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" NA NA "Ploima" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ploima, 92.727" " 92.727" "1" "Ploima" NA "seq41669"
"seq4171" "upper" "seq4171" "GBMIN140410N18" " 525906" " 98.636" "5.761245e-03" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 99.545, Synchaeta pectinata, 98.636" " 99.545" "0" "Synchaeta pectinata" "Synchaeta pectinata" "seq4171"
"seq41720" "upper" "seq41720" "PLWAZ063N20" "   7041" " 91.765" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Coleoptera" NA NA "Coleoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Coleoptera, 91.765" " 91.765" "1" "Coleoptera" NA "seq41720"
"seq4181" "upper" "seq4181" "AB368528" " 483515" " 92.523" "9.790125e+01" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Aphelenchoididae" "Bursaphelenchus" "Bursaphelenchus rufipennis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Bursaphelenchus rufipennis, 92.523, Bursaphelenchus rufipennis, 92.056" " 92.523" "0" "Bursaphelenchus rufipennis" "Bursaphelenchus" "seq4181"
"seq41816" "upper" "seq41816" "ZPII1540N11" " 362306" " 91.244" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Macrotrichidae" "Macrothrix" "Macrothrix" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Macrothrix, 91.244" " 91.244" "1" "Macrothrix" "Macrothrix" "seq41816"
"seq41842" "upper" "seq41842" "NOSPI007N19" "   7149" " 99.539" "3.333332e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" " 66.66663" " 66.66663" "100" "100" "100" "100" "100" "Chironomidae, 99.539, Brillia bifida, 99.539, Brillia bifida, 97.696" " 99.539" "0" "Brillia bifida" "Chironomidae" "seq41842"
"seq42019" "upper" "seq42019" "BATFP188N11" " 611558" "100.000" "1.666667e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Nanocladius" "Nanocladius rectinervis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Nanocladius rectinervis, 100.000, Cricotopus (Cricotopus),  98.618" "100.000" "0" "Nanocladius rectinervis" "Nanocladius rectinervis" "seq42019"
"seq4206" "upper" "seq4206" "GBMNB56453N20" "1112786" " 97.696" "2.486662e+01" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" "Candonidae" "Candona" "Candona candida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Candona candida, 97.696, Candona candida, 97.235" " 97.696" "0" "Candona candida" "Candona" "seq4206"
"seq4215" "upper" "seq4215" "LR025070" "   6386" " 97.696" "9.940730e-04" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Tubifex" "Tubifex tubifex" " 99.99801" " 99.99901" "100" "100" "100" "100" "100" "Tubifex tubifex, 99.078, Tubifex, 97.696, Tubifex tubifex, 97.696, Naididae, 97.696" " 99.078" "1" "Tubifex tubifex" "Naididae" "seq4215"
"seq42163" "upper" "seq42163" "FJ639282" "  61662" " 99.180" "7.023948e-01" "100" "Metazoa" "Annelida" "Clitellata" "Lumbriculida" "Lumbriculidae" "Lumbriculus" "Lumbriculus variegatus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Lumbriculus variegatus, 100.00, Lumbriculus variegatus,  99.18" "100.000" "1" "Lumbriculus variegatus" "Lumbriculus variegatus" "seq42163"
"seq42202" "upper" "seq42202" "MIDGE387N06" "1960801" " 98.618" "4.959074e-04" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Macropelopia" "Macropelopia nebulosa" " 50.07072" "100.00000" "100" "100" "100" "100" "100" "Macropelopia, 100.000, Macropelopia nebulosa, 100.000, Macropelopia,  99.078, Macropelopia nebulosa,  99.078, Macropelopia nebulosa,  98.618, Macropelopia nebulosa,  98.157" "100.000" "0" "Macropelopia" "Macropelopia" "seq42202"
"seq4237" "upper" "seq4237" "ACSD196N16" "  84316" " 97.696" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 97.696" " 97.696" "1" "Eucyclops" "Eucyclops" "seq4237"
"seq4238" "upper" "seq4238" "ACSD102N11" "  84316" " 96.774" "1.654837e+01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" " 66.90325" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 96.774, Eucyclops serrulatus, 96.774, Eucyclops, 96.313, Cyclopoida, 95.392" " 96.774" "0" "Eucyclops" "Eucyclops" "seq4238"
"seq42389" "upper" "seq42389" "LEFIJ3867N16" " 611502" "100.000" "9.999801e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Hydrobaenus" "Hydrobaenus pilipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hydrobaenus pilipes, 100.000, Hydrobaenus pilipes,  98.618" "100.000" "0" "Hydrobaenus pilipes" "Hydrobaenus pilipes" "seq42389"
"seq42398" "upper" "seq42398" "GBMNA2613N19" "  70222" " 96.774" "5.000000e+01" "100" "Metazoa" "Nematoda" "Chromadorea" "Plectida" "Plectidae" "Plectus" "Plectus aquatilis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Plectus aquatilis, 96.774" " 96.774" "1" "Plectus aquatilis" "Plectus" "seq42398"
"seq4247" "upper" "seq4247" "CNCHA1589N11" "1657212" " 93.088" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" "Anthocoridae" "Tetraphleps" "Tetraphleps latipennis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Tetraphleps latipennis, 93.088, Cladosporium tenuissimum, 91.244" " 93.088" "1" "Tetraphleps latipennis" "Tetraphleps" "seq4247"
"seq4259" "upper" "seq4259" "GBMNB50760N20" " 669471" " 98.618" "9.934997e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Mesocyclops" "Mesocyclops leuckarti" " 98.01300" " 98.01300" "100" "100" "100" "100" "100" "Mesocyclops leuckarti, 99.083, Mesocyclops leuckarti, 98.624, Mesocyclops leuckarti, 98.618, Thermocyclops crassus, 98.618" " 99.083" "0" "Mesocyclops leuckarti" "Cyclopidae" "seq4259"
"seq4272" "upper" "seq4272" "GMACB1916N15" "  83137" " 92.166" "9.943083e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.548, Sarcoptiformes, 92.166" " 93.548" "1" "Sarcoptiformes" NA "seq4272"
"seq42802" "upper" "seq42802" "GBNM2230N13" " 479149" " 92.056" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus, 92.056, Micoletzkya palliati, 90.187" " 92.056" "1" "Acrostichus" "Acrostichus" "seq42802"
"seq42906" "upper" "seq42906" "DKINV051N21" "1410395" " 99.539" "2.059101e+00" "100" "Metazoa" "Arthropoda" "Collembola" "Entomobryomorpha" "Isotomidae" "Isotomurus" "Isotomurus plumosus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Isotomurus plumosus, 100.000, Isotomurus plumosus,  99.539" "100.000" "0" "Isotomurus plumosus" "Isotomurus plumosus" "seq42906"
"seq42961" "upper" "seq42961" "FBOST021N12" "  84318" " 95.392" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 95.392" " 95.392" "1" "Podocopida" NA "seq42961"
"seq4298" "upper" "seq4298" "CHRFI056N10" " 611691" " 98.157" "1.056589e-05" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Tvetenia" "Tvetenia calvescens" " 98.93764" " 98.93764" "100" "100" "100" "100" "100" "Tvetenia calvescens, 100.000, Chironomidae,  99.539, Tvetenia calvescens,  98.157" "100.000" "1" "Tvetenia calvescens" "Chironomidae" "seq4298"
"seq430" "upper" "seq430" "LEFIJ3856N16" " 288842" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Diplocladius" "Diplocladius cultriger" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Diplocladius cultriger, 99.078" " 99.078" "1" "Diplocladius cultriger" "Diplocladius cultriger" "seq430"
"seq4300" "upper" "seq4300" "NONAI066N15" "   6382" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Haplotaxida" NA NA "Haplotaxida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Haplotaxida, 100" "100.000" "1" "Haplotaxida" "Haplotaxida" "seq4300"
"seq4302" "upper" "seq4302" "GMGMJ1182N14" "1446258" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Hybotidae" NA "Hybotidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hybotidae, 99.078, Tanytarsus brundini, 98.157, Tanytarsus brundini, 97.696, Tanytarsus brundini, 97.235" " 99.078" "1" "Hybotidae" "Hybotidae" "seq4302"
"seq431" "upper" "seq431" "GMNWF1153N14" "2881961" " 99.539" "1.938494e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Eukiefferiella" "Eukiefferiella brevicalcar" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eukiefferiella brevicalcar, 100.000, Eukiefferiella brevicalcar,  99.539, Eukiefferiella brevicalcar,  99.078, Eukiefferiella brevicalcar,  98.182" "100.000" "0" "Eukiefferiella brevicalcar" "Eukiefferiella brevicalcar" "seq431"
"seq4311" "upper" "seq4311" "FJ426533" " 231624" "100.000" "1.111111e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 100" "100.000" "1" "Rotaria rotatoria" "Rotaria rotatoria" "seq4311"
"seq4317" "upper" "seq4317" "LN999213" " 913669" "100.000" "8.333333e+00" "100" "Metazoa" "Annelida" "Clitellata" "Enchytraeida" "Enchytraeidae" "Lumbricillus" "Lumbricillus rivalis" " 66.66667" " 66.66667" "100" "100" "100" "100" "100" "Enchytraeidae, 100.000, Lumbricillus rivalis, 100.000, Enchytraeida,  99.078" "100.000" "0" "Enchytraeidae" "Enchytraeidae" "seq4317"
"seq4318" "upper" "seq4318" "LC374588" "1936243" " 94.393" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus floridensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus floridensis, 94.393" " 94.393" "1" "Acrostichus floridensis" "Acrostichus" "seq4318"
"seq43186" "upper" "seq43186" "GMNWK2507N14" "2578614" " 99.539" "6.770673e-01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Rheocricotopus" "Rheocricotopus fuscipes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rheocricotopus fuscipes, 100.000, Rheocricotopus fuscipes,  99.539, Rheocricotopus fuscipes,  98.618, Rheocricotopus fuscipes,  98.182, Rheocricotopus fuscipes,  98.157" "100.000" "0" "Rheocricotopus fuscipes" "Rheocricotopus fuscipes" "seq43186"
"seq43219" "upper" "seq43219" "LT904769" " 380453" " 97.235" "5.000000e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Pristina" "Pristina jenkinae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Pristina jenkinae, 97.235" " 97.235" "1" "Pristina jenkinae" "Pristina" "seq43219"
"seq4322" "upper" "seq4322" "GBSP4056N12" " 525906" " 97.727" "5.327384e-06" "100" "Metazoa" "Rotifera" "Eurotatoria" "Ploima" "Synchaetidae" "Synchaeta" "Synchaeta pectinata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Synchaeta pectinata, 99.545, Synchaeta pectinata, 98.636, Synchaeta pectinata, 98.182, Synchaeta pectinata, 97.727" " 99.545" "1" "Synchaeta pectinata" "Synchaeta pectinata" "seq4322"
"seq43344" "upper" "seq43344" "GMACB1916N15" "  83137" " 90.909" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 90.909" " 90.909" "1" "Sarcoptiformes" NA "seq43344"
"seq43415" "upper" "seq43415" "GBSP3403N12" " 408863" " 98.182" "1.494044e-02" "100" "Metazoa" "Rotifera" "Eurotatoria" "Philodinida" "Philodinidae" "Philodina" "Philodina flaviceps" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Philodina flaviceps, 99.091, Philodina flaviceps, 98.636, Philodina flaviceps, 98.182" " 99.091" "0" "Philodina flaviceps" "Philodina flaviceps" "seq43415"
"seq4342" "upper" "seq4342" "GBIOA527N21" "   6854" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 98.618" " 98.618" "1" "Arachnida" "Arachnida" "seq4342"
"seq4343" "upper" "seq4343" "GBMNE18530N21" " 516365" " 99.537" "5.333991e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Diacyclops" "Diacyclops" " 25.40005" " 50.26670" "100" "100" "100" "100" "100" "Diacyclops, 100.000, Diacyclops bicuspidatus, 100.000, Cyclops strenuus, 100.000, Diacyclops,  99.537" "100.000" "0" "Cyclops strenuus" "Cyclopidae" "seq4343"
"seq43459" "upper" "seq43459" "GCQT2303N17" "  27482" " 98.157" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" "Aphididae" NA "Aphididae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Aphididae, 98.157" " 98.157" "1" "Aphididae" "Aphididae" "seq43459"
"seq4349" "upper" "seq4349" "ZPII1540N11" " 362306" " 97.235" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" "Diplostraca" "Macrotrichidae" "Macrothrix" "Macrothrix" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Macrothrix, 97.235" " 97.235" "1" "Macrothrix" "Macrothrix" "seq4349"
"seq43498" "upper" "seq43498" "GBAN8345N17" "2109251" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" NA "Naididae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Naididae, 100.000, Haplotaxida,  98.507, Dero,  98.507" "100.000" "1" "Naididae" "Naididae" "seq43498"
"seq43500" "upper" "seq43500" "FBOST021N12" "  84318" " 97.696" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Ostracoda" "Podocopida" NA NA "Podocopida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Podocopida, 97.696" " 97.696" "1" "Podocopida" NA "seq43500"
"seq4356" "upper" "seq4356" "KMPNQ1107N19" "  41819" " 92.166" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" NA "Ceratopogonidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ceratopogonidae, 92.166" " 92.166" "1" "Ceratopogonidae" NA "seq4356"
"seq4357" "upper" "seq4357" "CHBAL175N20" "2050713" " 99.078" "2.072381e-03" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" "Paratendipes" "Paratendipes albimanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Paratendipes albimanus, 100.000, Paratendipes albimanus,  99.539, Paratendipes albimanus,  99.078, Paratendipes albimanus,  98.618, Paratendipes albimanus,  98.182, Paratendipes albimanus,  98.157" "100.000" "0" "Paratendipes albimanus" "Paratendipes albimanus" "seq4357"
"seq436" "upper" "seq436" "LN810268" " 212246" " 97.696" "9.941323e-04" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Chaetogaster" "Chaetogaster diaphanus" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chaetogaster diaphanus, 99.078, Chaetogaster diaphanus, 97.696" " 99.078" "0" "Chaetogaster diaphanus" "Chaetogaster diaphanus" "seq436"
"seq43639" "upper" "seq43639" "MSSCA1982N16" "  83137" " 93.388" "9.995374e+01" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.388, Sarcoptiformes, 91.736" " 93.388" "1" "Sarcoptiformes" NA "seq43639"
"seq4365" "upper" "seq4365" "GMACB1916N15" "  83137" " 93.088" "2.104630e+00" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.548, Sarcoptiformes, 93.088" " 93.548" "1" "Sarcoptiformes" NA "seq4365"
"seq43731" "upper" "seq43731" "LC374588" "1936243" " 93.458" "1.000000e+02" "100" "Metazoa" "Nematoda" "Chromadorea" "Rhabditida" "Diplogasteridae" "Acrostichus" "Acrostichus floridensis" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Acrostichus floridensis, 93.458, Acrostichus, 92.523" " 93.458" "1" "Acrostichus floridensis" "Acrostichus" "seq43731"
"seq43801" "upper" "seq43801" "ACSD146N11" "  84316" " 98.157" "4.425220e-02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" " 99.95575" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 99.078, Eucyclops, 98.618, Eucyclops, 98.157, Eucyclops serrulatus, 98.157, Eucyclops, 97.696, Eucyclops, 97.235" " 99.078" "0" "Eucyclops" "Eucyclops" "seq43801"
"seq4383" "upper" "seq4383" "CNSLN470N13" "   6854" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 98.618" " 98.618" "1" "Arachnida" "Arachnida" "seq4383"
"seq43869" "upper" "seq43869" "RBNII103N13" "   6088" " 98.636" "1.165858e-03" "100" "Metazoa" "Cnidaria" "Hydrozoa" "Anthoathecata" "Hydridae" "Hydra" "Hydra oligactis" " 99.29921" "100.00000" "100" "100" "100" "100" "100" "Hydra oligactis, 100.000, Hydra,  99.539, Hydra oligactis,  99.539, Hydra oligactis,  98.636" "100.000" "0" "Hydra oligactis" "Hydra" "seq43869"
"seq43885" "upper" "seq43885" "GAHAP3320N15" "   6386" " 99.539" "1.428571e+01" "100" "Metazoa" "Annelida" "Clitellata" "Tubificida" "Naididae" "Tubifex" "Tubifex tubifex" " 85.71429" "100.00000" "100" "100" "100" "100" "100" "Tubifex, 99.539, Tubifex tubifex, 99.539" " 99.539" "1" "Tubifex" "Tubifex" "seq43885"
"seq4391" "upper" "seq4391" "PLCFF1076N21" "  30262" " 92.627" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Thysanoptera" NA NA "Thysanoptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Thysanoptera, 92.627, Hymenoptera, 92.166" " 92.627" "1" "Thysanoptera" NA "seq4391"
"seq4392" "upper" "seq4392" "GMBMJ1379N17" "   7184" "100.000" "1.250000e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Sciaridae" NA "Sciaridae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sciaridae, 100" "100.000" "0" "Sciaridae" "Sciaridae" "seq4392"
"seq4399" "upper" "seq4399" "GBIOA527N21" "   6854" " 98.618" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Arachnida" NA NA NA "Arachnida" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Arachnida, 98.618" " 98.618" "1" "Arachnida" "Arachnida" "seq4399"
"seq44094" "upper" "seq44094" "GBIOA596N21" "   6658" " 94.118" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 94.118" " 94.118" "1" "Branchiopoda" NA "seq44094"
"seq4414" "upper" "seq4414" "ACSD196N16" "  84316" " 97.696" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Eucyclops" "Eucyclops" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Eucyclops, 97.696" " 97.696" "1" "Eucyclops" "Eucyclops" "seq4414"
"seq44237" "upper" "seq44237" "GBSP8936N13" " 231624" " 93.636" "7.188512e+00" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 94.091, Rotaria rotatoria, 93.636" " 94.091" "1" "Rotaria rotatoria" "Rotaria" "seq44237"
"seq4430" "upper" "seq4430" "GMACB1916N15" "  83137" " 91.705" "9.926731e-04" "100" "Metazoa" "Arthropoda" "Arachnida" "Sarcoptiformes" NA NA "Sarcoptiformes" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sarcoptiformes, 93.088, Sarcoptiformes, 91.705" " 93.088" "1" "Sarcoptiformes" NA "seq4430"
"seq444" "upper" "seq444" "CHBAL151N20" "   7149" " 98.157" "3.333333e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Chironomidae" NA "Chironomidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Chironomidae, 98.157" " 98.157" "0" "Chironomidae" "Chironomidae" "seq444"
"seq44406" "upper" "seq44406" "LR827681" " 997595" " 97.235" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Trichoptera" "Hydroptilidae" "Agraylea" "Agraylea multipunctata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Agraylea multipunctata, 97.235" " 97.235" "1" "Agraylea multipunctata" "Agraylea" "seq44406"
"seq44526" "upper" "seq44526" "GBMIN27633N13" " 309026" "100.000" "2.114971e+00" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" "Culicoides" "Culicoides festivipennis" " 72.41258" "100.00000" "100" "100" "100" "100" "100" "Culicoides festivipennis, 100.000, Culicoides clastrieri, 100.000, Culicoides,  99.539, Culicoides festivipennis,  99.539, Culicoides clastrieri,  99.539, Culicoides festivipennis,  99.078, Culicoides clastrieri,  99.078, Culicoides festivipennis,  98.618" "100.000" "0" "Culicoides clastrieri" "Culicoides" "seq44526"
"seq44596" "upper" "seq44596" "GBAN14995N19" "  42113" "100.000" "1.000000e+02" "100" "Metazoa" "Annelida" "Clitellata" NA NA NA "Clitellata" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Clitellata, 100" "100.000" "1" "Clitellata" "Clitellata" "seq44596"
"seq4466" "upper" "seq4466" "GMBMJ1359N17" "   7184" "100.000" "1.250000e+01" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Sciaridae" NA "Sciaridae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Sciaridae, 100" "100.000" "0" "Sciaridae" "Sciaridae" "seq4466"
"seq44660" "upper" "seq44660" "GBIOA203N21" "   7524" " 99.539" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Hemiptera" NA NA "Hemiptera" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Hemiptera, 99.539" " 99.539" "1" "Hemiptera" "Hemiptera" "seq44660"
"seq44694" "upper" "seq44694" "KMPNQ1107N19" "  41819" " 99.078" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Insecta" "Diptera" "Ceratopogonidae" NA "Ceratopogonidae" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Ceratopogonidae, 99.078" " 99.078" "1" "Ceratopogonidae" "Ceratopogonidae" "seq44694"
"seq44704" "upper" "seq44704" "GBSP5879N13" " 104782" " 91.818" "3.333333e+01" "100" "Metazoa" "Rotifera" "Eurotatoria" "Adinetida" "Adinetidae" "Adineta" "Adineta vaga" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Adineta vaga, 91.818, Bdelloidea, 90.909, Macrotrachela quadricornifera, 90.909, Bdelloidea, 90.455, Macrotrachela quadricornifera, 90.455, Bdelloidea, 90.045, Araneae, 90.000, Bdelloidea, 90.000, Philodinidae, 90.000, Macrotrachela quadricornifera, 90.000, Philodina haejooni, 90.000" " 91.818" "0" "Adineta vaga" "Adineta" "seq44704"
"seq45" "upper" "seq45" "GBMND84317N21" "  52641" " 99.078" "2.170510e-03" "100" "Metazoa" "Arthropoda" "Malacostraca" "Amphipoda" "Gammaridae" "Gammarus" "Gammarus pulex" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Gammarus pulex, 100.000, Gammarus pulex,  99.539, Gammarus pulex,  99.078" "100.000" "0" "Gammarus pulex" "Gammarus pulex" "seq45"
"seq4510" "upper" "seq4510" "GBMNE18530N21" " 516365" " 99.537" "5.333991e-01" "100" "Metazoa" "Arthropoda" "Hexanauplia" "Cyclopoida" "Cyclopidae" "Diacyclops" "Diacyclops" " 25.40005" " 50.26670" "100" "100" "100" "100" "100" "Diacyclops, 100.000, Diacyclops bicuspidatus, 100.000, Cyclops strenuus, 100.000, Diacyclops,  99.537" "100.000" "0" "Cyclops strenuus" "Cyclopidae" "seq4510"
"seq45157" "upper" "seq45157" "EU076848" " 231624" " 95.909" "1.148201e-04" "100" "Metazoa" "Rotifera" "Eurotatoria" NA NA "Rotaria" "Rotaria rotatoria" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Rotaria rotatoria, 97.273, Rotaria rotatoria, 96.818, Rotaria rotatoria, 95.909, Rotaria rotatoria, 95.455" " 97.273" "1" "Rotaria rotatoria" "Rotaria" "seq45157"
"seq4516" "upper" "seq4516" "GBIOA596N21" "   6658" " 94.470" "1.000000e+02" "100" "Metazoa" "Arthropoda" "Branchiopoda" NA NA NA "Branchiopoda" "100.00000" "100.00000" "100" "100" "100" "100" "100" "Branchiopoda, 94.47" " 94.470" "1" "Branchiopoda" NA "seq4516"
